Date,delay
2012-05-19,1.5448515092502435
2012-06-26,1.5062941696113075
2012-10-31,1.4928729051112304
2013-02-15,1.4220682830282039
2013-01-05,1.3910436804111097
2012-09-22,1.3720986460348163
2012-04-08,1.3197162146698707
2013-01-19,1.2997990622906899
2012-11-08,1.2935461485079807
2013-03-16,1.1830514246793054
2013-01-22,1.182579158073517
2012-10-16,1.1578261899123845
2012-08-22,1.108874142391182
2012-10-23,1.0646633475580844
2012-10-01,1.0199817795323414
2012-11-15,0.9675678778485736
2013-02-17,0.9427759514124924
2013-03-13,0.9153297204485701
2012-06-01,0.8866572036905607
2012-07-04,0.8612571847865965
2012-11-07,0.8479013795127678
2013-01-04,0.7645576909234867
2013-03-03,0.7258384819064431
2013-02-27,0.7131929046563192
2012-05-16,0.6834467120181406
2012-08-23,0.583768604324628
2012-04-07,0.5708545237646764
2012-08-27,0.5314151850072081
2012-08-06,0.4578667258010866
2012-11-29,0.4279985635623653
2012-09-08,0.38881127376541336
2012-10-20,0.3622212873369794
2012-09-02,0.31085526315789475
2012-06-16,0.26463847828577974
2012-04-15,0.21716969245747667
2012-11-19,0.1846512740758464
2012-10-12,0.1725722757598221
2012-11-06,0.16882042141447579
2012-05-08,0.16762628361132545
2013-02-16,0.1417357726150535
2013-01-25,0.11074494175352545
2013-01-16,0.10990486196229499
2012-03-31,0.10074852106724616
2012-09-09,0.05523964256701868
2012-10-22,0.04473113093802749
2012-09-14,-0.013265998341750207
2012-05-09,-0.10170940170940171
2012-10-19,-0.16019848911272405
2012-09-18,-0.17133198908788994
2012-06-04,-0.2593989393046553
2012-05-17,-0.2903262347077481
2012-05-07,-0.2920209878776913
2012-09-21,-0.2936663156311118
2012-09-23,-0.29906812525322685
2013-02-13,-0.31315042573320717
2012-08-29,-0.34166280148423006
2012-12-14,-0.3583110318168302
2013-01-21,-0.3910832764928381
2012-04-04,-0.39355620994283735
2012-04-12,-0.4445514818382728
2013-03-02,-0.5035403366221707
2012-10-15,-0.5041342265676867
2012-12-06,-0.5729222360838828
2012-05-15,-0.6033844526705446
2013-01-07,-0.6202718494372348
2013-03-12,-0.6290055248618784
2012-11-01,-0.6600911345676876
2012-04-09,-0.6816795262874574
2013-01-17,-0.7052120090241222
2013-02-02,-0.7300242925612238
2012-11-30,-0.7579075425790754
2012-08-24,-0.7620621747081164
2012-05-13,-0.8440209949794615
2012-08-31,-0.8864309082411591
2012-10-29,-0.9000649983750406
2012-10-05,-0.9120633024783518
2012-12-13,-0.9295865633074936
2012-10-28,-0.9480322503392672
2012-04-03,-0.9640830616926235
2012-11-28,-1.0346172306215502
2013-02-14,-1.0502393660925549
2012-11-12,-1.1159958594653838
2013-01-03,-1.2530959310620327
2012-09-25,-1.28909026297086
2012-04-30,-1.3448812301800994
2012-12-10,-1.4021581371868492
2013-01-14,-1.5417860098020495
2013-01-08,-1.5719710669077758
2013-01-09,-1.6334393983222448
2012-09-10,-1.730783242258652
2012-04-29,-1.735390449922427
2012-09-24,-1.7746376372126873
2012-04-11,-1.7773988176443838
2012-09-11,-1.7883922772627974
2013-03-25,-1.8359791296625223
2013-01-11,-1.8449836464592684
2012-04-18,-1.8919042189281643
2012-11-27,-1.893160012380068
2013-02-12,-1.9792979297929794
2012-10-30,-2.00376856572822
2012-11-05,-2.084707837872395
2012-05-12,-2.1468608493452455
2012-11-13,-2.1576971214017524
2012-12-02,-2.2010931587482734
2012-07-05,-2.201994134897361
2013-02-08,-2.2386449184441655
2013-02-04,-2.2401362650975534
2012-11-03,-2.244804400977995
2012-05-04,-2.32982982982983
2012-06-08,-2.361219702892885
2012-05-25,-2.5131490222521915
2012-10-26,-2.5576040278394787
2012-11-04,-2.625517764424479
2012-11-09,-2.65519032425614
2012-12-12,-2.7450701723219044
2012-04-28,-2.7716955941255006
2012-09-28,-2.789605273126752
2013-02-05,-2.8085132039069096
2012-11-23,-2.8505525571832435
2012-12-07,-2.8824729801224396
2012-05-01,-2.8891508044080383
2012-11-16,-2.900990099009901
2013-02-11,-2.9288803756796837
2013-03-27,-2.9666595197255576
2012-11-18,-2.974813895781638
2012-04-05,-3.010616813801858
2012-05-27,-3.1710573800072175
2012-11-17,-3.22170523138833
2012-12-11,-3.2251936554776837
2012-04-20,-3.300127082744987
2012-04-10,-3.3394581861012957
2012-12-04,-3.344391393315558
2012-08-28,-3.37771285475793
2013-03-26,-3.3858573696021015
2012-04-13,-3.419912811137674
2013-01-06,-3.561589174184594
2012-04-16,-3.575916855811731
2012-12-03,-3.697317765856737
2012-04-17,-3.886008230452675
2013-03-28,-4.022265142979774
2012-05-18,-4.036252920767542
2012-12-05,-4.176649021590436
2013-03-29,-4.499706630158419
2012-11-02,-4.663072378138848
2012-04-24,-4.682939756198103
2012-04-23,-4.714771913064246
2012-05-11,-5.010625314092899
2012-09-01,-5.123021186106954
2012-05-26,-5.589510282586182
2012-04-27,-5.602945341263098
2012-11-22,-6.11850699844479
2013-01-18,-6.126113776559287
2012-07-03,-6.473717498243149
2012-04-06,-7.124947501049979
2012-11-21,-8.859217877094972
